brand_name,model_name,variant_name,variant_url,missing_fields
Mahindra,Global Pik Up,Thar Roxx,https://www.carwale.com/mahindra-cars/global-pik-up/thar-roxx/,price;mileage;power;torque;seating_capacity;airbags;body_type
Mahindra,Global Pik Up,XUV 3XO,https://www.carwale.com/mahindra-cars/global-pik-up/xuv-3xo/,price;mileage;power;torque;seating_capacity;airbags;body_type
Mahindra,Global Pik Up,XUV 7XO,https://www.carwale.com/mahindra-cars/global-pik-up/xuv-7xo/,price;mileage;power;torque;seating_capacity;airbags;body_type
Mahindra,Be07,Scorpio N,https://www.carwale.com/mahindra-cars/be07/scorpio-n/,price;transmission;mileage;power;torque;body_type
Mahindra,Be07,Thar,https://www.carwale.com/mahindra-cars/be07/thar/,price;transmission;mileage;power;torque;body_type
Mahindra,Be07,Thar Roxx,https://www.carwale.com/mahindra-cars/be07/thar-roxx/,price;transmission;mileage;power;torque;body_type
Mahindra,Be07,XUV 3XO,https://www.carwale.com/mahindra-cars/be07/xuv-3xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Be07,XUV 7XO,https://www.carwale.com/mahindra-cars/be07/xuv-7xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Compact Suv,Scorpio N,https://www.carwale.com/mahindra-cars/vision-s-compact-suv/scorpio-n/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Compact Suv,Thar,https://www.carwale.com/mahindra-cars/vision-s-compact-suv/thar/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Compact Suv,Thar Roxx,https://www.carwale.com/mahindra-cars/vision-s-compact-suv/thar-roxx/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Compact Suv,XUV 3XO,https://www.carwale.com/mahindra-cars/vision-s-compact-suv/xuv-3xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Compact Suv,XUV 7XO,https://www.carwale.com/mahindra-cars/vision-s-compact-suv/xuv-7xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Sub Compact Suv,Scorpio N,https://www.carwale.com/mahindra-cars/vision-s-sub-compact-suv/scorpio-n/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Sub Compact Suv,Thar,https://www.carwale.com/mahindra-cars/vision-s-sub-compact-suv/thar/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Sub Compact Suv,Thar Roxx,https://www.carwale.com/mahindra-cars/vision-s-sub-compact-suv/thar-roxx/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Sub Compact Suv,XUV 3XO,https://www.carwale.com/mahindra-cars/vision-s-sub-compact-suv/xuv-3xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision S Sub Compact Suv,XUV 7XO,https://www.carwale.com/mahindra-cars/vision-s-sub-compact-suv/xuv-7xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Be09,Scorpio N,https://www.carwale.com/mahindra-cars/be09/scorpio-n/,price;transmission;mileage;power;torque;body_type
Mahindra,Be09,Thar,https://www.carwale.com/mahindra-cars/be09/thar/,price;transmission;mileage;power;torque;body_type
Mahindra,Be09,Thar Roxx,https://www.carwale.com/mahindra-cars/be09/thar-roxx/,price;transmission;mileage;power;torque;body_type
Mahindra,Be09,XUV 3XO,https://www.carwale.com/mahindra-cars/be09/xuv-3xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Be09,XUV 7XO,https://www.carwale.com/mahindra-cars/be09/xuv-7xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Sub Compact Suv,Scorpio N,https://www.carwale.com/mahindra-cars/vision-x-sub-compact-suv/scorpio-n/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Sub Compact Suv,Thar,https://www.carwale.com/mahindra-cars/vision-x-sub-compact-suv/thar/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Sub Compact Suv,Thar Roxx,https://www.carwale.com/mahindra-cars/vision-x-sub-compact-suv/thar-roxx/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Sub Compact Suv,XUV 3XO,https://www.carwale.com/mahindra-cars/vision-x-sub-compact-suv/xuv-3xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Sub Compact Suv,XUV 7XO,https://www.carwale.com/mahindra-cars/vision-x-sub-compact-suv/xuv-7xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Compact Suv,Scorpio N,https://www.carwale.com/mahindra-cars/vision-x-compact-suv/scorpio-n/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Compact Suv,Thar,https://www.carwale.com/mahindra-cars/vision-x-compact-suv/thar/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Compact Suv,Thar Roxx,https://www.carwale.com/mahindra-cars/vision-x-compact-suv/thar-roxx/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Compact Suv,XUV 3XO,https://www.carwale.com/mahindra-cars/vision-x-compact-suv/xuv-3xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision X Compact Suv,XUV 7XO,https://www.carwale.com/mahindra-cars/vision-x-compact-suv/xuv-7xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Thar Electric,Scorpio N,https://www.carwale.com/mahindra-cars/thar-electric/scorpio-n/,price;transmission;mileage;power;torque;body_type
Mahindra,Thar Electric,Thar,https://www.carwale.com/mahindra-cars/thar-electric/thar/,price;transmission;mileage;power;torque;body_type
Mahindra,Thar Electric,Thar Roxx,https://www.carwale.com/mahindra-cars/thar-electric/thar-roxx/,price;transmission;mileage;power;torque;body_type
Mahindra,Thar Electric,XUV 3XO,https://www.carwale.com/mahindra-cars/thar-electric/xuv-3xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Thar Electric,XUV 7XO,https://www.carwale.com/mahindra-cars/thar-electric/xuv-7xo/,price;transmission;mileage;power;torque;body_type
Mahindra,Vision T,Scorpio N,https://www.carwale.com/mahindra-cars/vision-t/scorpio-n/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision T,Thar,https://www.carwale.com/mahindra-cars/vision-t/thar/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision T,Thar Roxx,https://www.carwale.com/mahindra-cars/vision-t/thar-roxx/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision T,XUV 3XO,https://www.carwale.com/mahindra-cars/vision-t/xuv-3xo/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision T,XUV 7XO,https://www.carwale.com/mahindra-cars/vision-t/xuv-7xo/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision Sxt,Scorpio N,https://www.carwale.com/mahindra-cars/vision-sxt/scorpio-n/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision Sxt,Thar,https://www.carwale.com/mahindra-cars/vision-sxt/thar/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision Sxt,Thar Roxx,https://www.carwale.com/mahindra-cars/vision-sxt/thar-roxx/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision Sxt,XUV 3XO,https://www.carwale.com/mahindra-cars/vision-sxt/xuv-3xo/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Vision Sxt,XUV 7XO,https://www.carwale.com/mahindra-cars/vision-sxt/xuv-7xo/,price;engine;mileage;power;torque;seating_capacity;airbags
Mahindra,Jeep,CJ 340,https://www.carwale.com/mahindra-cars/jeep/cj-340/,mileage;power;torque;airbags
Mahindra,Jeep,CJ 340 DP,https://www.carwale.com/mahindra-cars/jeep/cj-340-dp/,mileage;power;torque;airbags
Mahindra,Jeep,CJ 500 D,https://www.carwale.com/mahindra-cars/jeep/cj-500-d/,mileage;power;torque;airbags
Mahindra,Jeep,CJ 500 DI,https://www.carwale.com/mahindra-cars/jeep/cj-500-di/,mileage;power;torque;airbags
Mahindra,Jeep,CL 500 MDI,https://www.carwale.com/mahindra-cars/jeep/cl-500-mdi/,mileage;power;torque;airbags
Mahindra,Jeep,CL 550 MDI,https://www.carwale.com/mahindra-cars/jeep/cl-550-mdi/,mileage;power;torque;airbags
Mahindra,Jeep,Classic,https://www.carwale.com/mahindra-cars/jeep/classic/,power;torque;airbags
Mahindra,Jeep,Commander 650 DI,https://www.carwale.com/mahindra-cars/jeep/commander-650-di/,mileage;power;torque;airbags
Mahindra,Jeep,Commander 750 DI,https://www.carwale.com/mahindra-cars/jeep/commander-750-di/,mileage;power;torque;airbags
Mahindra,Jeep,Commander 750 DP,https://www.carwale.com/mahindra-cars/jeep/commander-750-dp/,mileage;power;torque;airbags
Mahindra,Jeep,Commander 750 ST,https://www.carwale.com/mahindra-cars/jeep/commander-750-st/,mileage;power;torque;airbags
Mahindra,Jeep,MM 540,https://www.carwale.com/mahindra-cars/jeep/mm-540/,mileage;power;torque;airbags
Mahindra,Jeep,MM 540 DP,https://www.carwale.com/mahindra-cars/jeep/mm-540-dp/,mileage;power;torque;airbags
Mahindra,Jeep,MM 540 XDB,https://www.carwale.com/mahindra-cars/jeep/mm-540-xdb/,mileage;power;torque;airbags
Mahindra,Jeep,MM 550 DP,https://www.carwale.com/mahindra-cars/jeep/mm-550-dp/,mileage;power;torque;airbags
Mahindra,Jeep,MM 550 PE,https://www.carwale.com/mahindra-cars/jeep/mm-550-pe/,mileage;power;torque;airbags
Mahindra,Jeep,MM 550 XDB,https://www.carwale.com/mahindra-cars/jeep/mm-550-xdb/,mileage;power;torque;airbags
Mahindra,Jeep,MM 775 XDB,https://www.carwale.com/mahindra-cars/jeep/mm-775-xdb/,mileage;power;torque;airbags
Mahindra,Jeep,MM ISZ Petrol,https://www.carwale.com/mahindra-cars/jeep/mm-isz-petrol/,mileage;power;torque;airbags
Mahindra,Marshal,DI,https://www.carwale.com/mahindra-cars/marshal/di/,mileage;power;torque;seating_capacity;airbags
Mahindra,Marshal,DI DX,https://www.carwale.com/mahindra-cars/marshal/di-dx/,mileage;power;torque;seating_capacity;airbags
Mahindra,Marshal,DX Royale,https://www.carwale.com/mahindra-cars/marshal/dx-royale/,mileage;power;torque;seating_capacity;airbags
Mahindra,Marshal,Std,https://www.carwale.com/mahindra-cars/marshal/std/,mileage;power;torque;seating_capacity;airbags
Mahindra,Armada,AC,https://www.carwale.com/mahindra-cars/armada/ac/,mileage;power;torque;airbags
Mahindra,Armada,Grand 2WD,https://www.carwale.com/mahindra-cars/armada/grand-2wd/,mileage;power;torque;airbags
Mahindra,Armada,Grand 4WD,https://www.carwale.com/mahindra-cars/armada/grand-4wd/,mileage;power;torque;airbags
Mahindra,Armada,Std,https://www.carwale.com/mahindra-cars/armada/std/,mileage;power;torque;airbags
Mahindra,Voyager,AC,https://www.carwale.com/mahindra-cars/voyager/ac/,mileage;power;torque;airbags
Mahindra,Voyager,Std,https://www.carwale.com/mahindra-cars/voyager/std/,mileage;power;torque;airbags
Mahindra,Kuv100 Nxt,K2 Plus 6 STR,https://www.carwale.com/mahindra-cars/kuv100-nxt/k2-plus-6-str/,fuel_type;mileage;body_type
Mahindra,Kuv100 Nxt,K2 Plus 6 STR [2017-2020],https://www.carwale.com/mahindra-cars/kuv100-nxt/k2-plus-6-str-2017-2020/,fuel_type;mileage;body_type
Mahindra,Kuv100 Nxt,K2 Plus D 6 STR,https://www.carwale.com/mahindra-cars/kuv100-nxt/k2-plus-d-6-str/,fuel_type;mileage;body_type
Mahindra,Kuv100 Nxt,Trip 6S CNG,https://www.carwale.com/mahindra-cars/kuv100-nxt/trip-6s-cng/,fuel_type;mileage;power;torque;body_type
Mahindra,Revai,AC,https://www.carwale.com/mahindra-cars/revai/ac/,mileage;power;torque;body_type
Mahindra,Revai,Classe,https://www.carwale.com/mahindra-cars/revai/classe/,mileage;power;torque;body_type
Mahindra,Revai,Standard,https://www.carwale.com/mahindra-cars/revai/standard/,mileage;power;torque;body_type
Maruti Suzuki,Fronx,Delta CNG 1.2L Manual,https://www.carwale.com/maruti-suzuki-cars/fronx/delta-cng-12l-manual/,fuel_type;mileage
Maruti Suzuki,Fronx,Sigma CNG 1.2L Manual,https://www.carwale.com/maruti-suzuki-cars/fronx/sigma-cng-12l-manual/,fuel_type;mileage
Maruti Suzuki,Baleno,Delta CNG Manual,https://www.carwale.com/maruti-suzuki-cars/baleno/delta-cng-manual/,fuel_type;mileage
Maruti Suzuki,Baleno,Zeta CNG Manual,https://www.carwale.com/maruti-suzuki-cars/baleno/zeta-cng-manual/,fuel_type;mileage
Maruti Suzuki,Swift,VXi (O) CNG Manual,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-o-cng-manual/,fuel_type;mileage
Maruti Suzuki,Swift,VXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/swift/vxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Swift,ZXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/swift/zxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Dzire,VXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/dzire/vxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Dzire,ZXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/dzire/zxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Grand Vitara,Alpha Plus (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/grand-vitara/alpha-plus-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Grand Vitara,Alpha Plus (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/grand-vitara/alpha-plus-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Grand Vitara,Alpha Plus 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/grand-vitara/alpha-plus-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Grand Vitara,Alpha Plus 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/grand-vitara/alpha-plus-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Grand Vitara,Delta 2WD CNG 1.5L Manual,https://www.carwale.com/maruti-suzuki-cars/grand-vitara/delta-2wd-cng-15l-manual/,fuel_type
Maruti Suzuki,Grand Vitara,Delta Plus 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/grand-vitara/delta-plus-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Grand Vitara,Zeta 2WD CNG 1.5L Manual,https://www.carwale.com/maruti-suzuki-cars/grand-vitara/zeta-2wd-cng-15l-manual/,fuel_type
Maruti Suzuki,Grand Vitara,Zeta Plus (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/grand-vitara/zeta-plus-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Grand Vitara,Zeta Plus (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/grand-vitara/zeta-plus-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Grand Vitara,Zeta Plus 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/grand-vitara/zeta-plus-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Grand Vitara,Zeta Plus 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/grand-vitara/zeta-plus-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Brezza, LXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/brezza/lxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Brezza,VXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/brezza/vxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Brezza,ZXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/brezza/zxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Brezza,ZXi CNG Manual Dual Tone,https://www.carwale.com/maruti-suzuki-cars/brezza/zxi-cng-manual-dual-tone/,fuel_type;mileage
Maruti Suzuki,Victoris,LXi 2WD CNG 1.5L Manual,https://www.carwale.com/maruti-suzuki-cars/victoris/lxi-2wd-cng-15l-manual/,fuel_type;mileage
Maruti Suzuki,Victoris,VXi 2WD CNG 1.5L Manual,https://www.carwale.com/maruti-suzuki-cars/victoris/vxi-2wd-cng-15l-manual/,fuel_type;mileage
Maruti Suzuki,Victoris,VXi 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/victoris/vxi-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Victoris,ZXi (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Victoris,ZXi (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Victoris,ZXi 2WD CNG 1.5L Manual,https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-2wd-cng-15l-manual/,fuel_type;mileage
Maruti Suzuki,Victoris,ZXi 2WD CNG 1.5L Manual Dual Tone,https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-2wd-cng-15l-manual-dual-tone/,fuel_type;mileage
Maruti Suzuki,Victoris,ZXi 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Victoris,ZXi 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Victoris,ZXi Plus (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-plus-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Victoris,ZXi Plus (O) 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-plus-o-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Victoris,ZXi Plus 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT),https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-plus-2wd-hybrid-electric-petrol-15l-automatic-e-cvt/,price;mileage
Maruti Suzuki,Victoris,ZXi Plus 2WD Hybrid (Electric + Petrol) 1.5L Automatic (e-CVT) Dual Tone,https://www.carwale.com/maruti-suzuki-cars/victoris/zxi-plus-2wd-hybrid-electric-petrol-15l-automatic-e-cvt-dual-tone/,price;mileage
Maruti Suzuki,Wagon R,LXi CNG 1.0L Manual,https://www.carwale.com/maruti-suzuki-cars/wagon-r/lxi-cng-10l-manual/,fuel_type;mileage
Maruti Suzuki,Wagon R,VXi CNG 1.0L Manual,https://www.carwale.com/maruti-suzuki-cars/wagon-r/vxi-cng-10l-manual/,fuel_type;mileage
Maruti Suzuki,Ertiga,VXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/ertiga/vxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Ertiga,ZXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/ertiga/zxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,Alto K10,LXi (O) CNG Manual 4 STR,https://www.carwale.com/maruti-suzuki-cars/alto-k10/lxi-o-cng-manual-4-str/,fuel_type;mileage
Maruti Suzuki,Alto K10,VXi (O) CNG Manual 4 STR,https://www.carwale.com/maruti-suzuki-cars/alto-k10/vxi-o-cng-manual-4-str/,fuel_type;mileage
Maruti Suzuki,Xl6,Zeta CNG Manual,https://www.carwale.com/maruti-suzuki-cars/xl6/zeta-cng-manual/,fuel_type;mileage
Maruti Suzuki,Celerio,VXi CNG Manual,https://www.carwale.com/maruti-suzuki-cars/celerio/vxi-cng-manual/,fuel_type;mileage
Maruti Suzuki,S Presso,LXi (O) CNG Manual 4 STR,https://www.carwale.com/maruti-suzuki-cars/s-presso/lxi-o-cng-manual-4-str/,fuel_type;mileage
Maruti Suzuki,S Presso,VXi (O) CNG Manual 4 STR,https://www.carwale.com/maruti-suzuki-cars/s-presso/vxi-o-cng-manual-4-str/,fuel_type;mileage
Maruti Suzuki,Invicto,Alpha Plus Hybrid (Electric + Petrol) Automatic 7 STR,https://www.carwale.com/maruti-suzuki-cars/invicto/alpha-plus-hybrid-electric-petrol-automatic-7-str/,price;mileage
Maruti Suzuki,Invicto,Zeta Plus Hybrid (Electric + Petrol) Automatic 7 STR,https://www.carwale.com/maruti-suzuki-cars/invicto/zeta-plus-hybrid-electric-petrol-automatic-7-str/,price;mileage
Maruti Suzuki,Invicto,Zeta Plus Hybrid (Electric + Petrol) Automatic 8 STR,https://www.carwale.com/maruti-suzuki-cars/invicto/zeta-plus-hybrid-electric-petrol-automatic-8-str/,price;mileage
Maruti Suzuki,2026 Brezza,Baleno,https://www.carwale.com/maruti-suzuki-cars/2026-brezza/baleno/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,2026 Brezza,Brezza,https://www.carwale.com/maruti-suzuki-cars/2026-brezza/brezza/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,2026 Brezza,Dzire,https://www.carwale.com/maruti-suzuki-cars/2026-brezza/dzire/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,2026 Brezza,Fronx,https://www.carwale.com/maruti-suzuki-cars/2026-brezza/fronx/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,2026 Brezza,Swift,https://www.carwale.com/maruti-suzuki-cars/2026-brezza/swift/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,New Ertiga,Baleno,https://www.carwale.com/maruti-suzuki-cars/new-ertiga/baleno/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,New Ertiga,Brezza,https://www.carwale.com/maruti-suzuki-cars/new-ertiga/brezza/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,New Ertiga,Dzire,https://www.carwale.com/maruti-suzuki-cars/new-ertiga/dzire/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,New Ertiga,Fronx,https://www.carwale.com/maruti-suzuki-cars/new-ertiga/fronx/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,New Ertiga,Swift,https://www.carwale.com/maruti-suzuki-cars/new-ertiga/swift/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Seven Seat Ev Mpv Ymc,Baleno,https://www.carwale.com/maruti-suzuki-cars/seven-seat-ev-mpv-ymc/baleno/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Seven Seat Ev Mpv Ymc,Brezza,https://www.carwale.com/maruti-suzuki-cars/seven-seat-ev-mpv-ymc/brezza/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Seven Seat Ev Mpv Ymc,Dzire,https://www.carwale.com/maruti-suzuki-cars/seven-seat-ev-mpv-ymc/dzire/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Seven Seat Ev Mpv Ymc,Fronx,https://www.carwale.com/maruti-suzuki-cars/seven-seat-ev-mpv-ymc/fronx/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Seven Seat Ev Mpv Ymc,Swift,https://www.carwale.com/maruti-suzuki-cars/seven-seat-ev-mpv-ymc/swift/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Sub Compact Suv,Baleno,https://www.carwale.com/maruti-suzuki-cars/sub-compact-suv/baleno/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Sub Compact Suv,Brezza,https://www.carwale.com/maruti-suzuki-cars/sub-compact-suv/brezza/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Sub Compact Suv,Dzire,https://www.carwale.com/maruti-suzuki-cars/sub-compact-suv/dzire/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Sub Compact Suv,Fronx,https://www.carwale.com/maruti-suzuki-cars/sub-compact-suv/fronx/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Sub Compact Suv,Swift,https://www.carwale.com/maruti-suzuki-cars/sub-compact-suv/swift/,price;transmission;mileage;power;torque;body_type
Maruti Suzuki,Fronx Flex Fuel,Alpha Petrol Manual,https://www.carwale.com/maruti-suzuki-cars/fronx-flex-fuel/alpha-petrol-manual/,mileage;power;torque;body_type
Maruti Suzuki,Omni,5 STR BS-II,https://www.carwale.com/maruti-suzuki-cars/omni/5-str-bs-ii/,mileage;power;torque;airbags;body_type
Maruti Suzuki,Omni,5 STR BS-III,https://www.carwale.com/maruti-suzuki-cars/omni/5-str-bs-iii/,mileage;power;torque;airbags;body_type
Maruti Suzuki,Omni,5 STR BS-IV,https://www.carwale.com/maruti-suzuki-cars/omni/5-str-bs-iv/,mileage;power;torque;airbags;body_type
Maruti Suzuki,Omni,5-STR,https://www.carwale.com/maruti-suzuki-cars/omni/5-str/,mileage;power;torque;airbags;body_type
Maruti Suzuki,Omni,8 STR BS-II,https://www.carwale.com/maruti-suzuki-cars/omni/8-str-bs-ii/,power;torque;airbags;body_type
Maruti Suzuki,Omni,8 STR BS-III,https://www.carwale.com/maruti-suzuki-cars/omni/8-str-bs-iii/,power;torque;airbags;body_type
Maruti Suzuki,Omni,8-STR,https://www.carwale.com/maruti-suzuki-cars/omni/8-str/,power;torque;airbags;body_type
Maruti Suzuki,Omni,Ambulance,https://www.carwale.com/maruti-suzuki-cars/omni/ambulance/,mileage;power;torque;airbags;body_type
Maruti Suzuki,Omni,CNG,https://www.carwale.com/maruti-suzuki-cars/omni/cng/,power;torque;airbags;body_type
Maruti Suzuki,Omni,Cargo,https://www.carwale.com/maruti-suzuki-cars/omni/cargo/,power;torque;airbags;body_type
Maruti Suzuki,Omni,Cargo BS-III,https://www.carwale.com/maruti-suzuki-cars/omni/cargo-bs-iii/,power;torque;airbags;body_type
Maruti Suzuki,Omni,Cargo BS-IV,https://www.carwale.com/maruti-suzuki-cars/omni/cargo-bs-iv/,power;torque;airbags;body_type
Maruti Suzuki,Omni,Cargo LPG BS-III,https://www.carwale.com/maruti-suzuki-cars/omni/cargo-lpg-bs-iii/,power;torque;airbags;body_type
Maruti Suzuki,Versa,DX,https://www.carwale.com/maruti-suzuki-cars/versa/dx/,power;torque;airbags;body_type
Maruti Suzuki,Versa,DX 5 STR BS-II,https://www.carwale.com/maruti-suzuki-cars/versa/dx-5-str-bs-ii/,power;torque;airbags;body_type
Maruti Suzuki,Versa,DX 5 STR BS-III,https://www.carwale.com/maruti-suzuki-cars/versa/dx-5-str-bs-iii/,power;torque;airbags;body_type
Maruti Suzuki,Versa,DX BS-II,https://www.carwale.com/maruti-suzuki-cars/versa/dx-bs-ii/,power;torque;airbags;body_type
